Date,Temperature (C)
1.1.2006,4.074999999958334
1.1.2007,3.806712962958333
1.1.2008,-5.663194444416667
1.1.2009,-4.850925925875
1.1.2010,7.807407407375
1.1.2011,-5.585648148125
1.1.2012,0.31990740745833335
1.1.2013,-3.3754629629583337
1.1.2014,2.934953703708333
1.1.2015,-6.860185185
1.1.2016,-4.8831018517916664
1.10.2006,18.15162037083333
1.10.2007,16.452546296666664
1.10.2008,15.506018518583334
1.10.2009,18.30995370375
1.10.2010,8.807870370875
1.10.2011,17.671759259791667
1.10.2012,19.822916667083334
1.10.2013,9.67546296275
1.10.2014,16.353472222208335
1.10.2015,11.009027777791667
1.10.2016,16.96828703625
1.11.2006,4.400462963
1.11.2007,7.267361111124999
1.11.2008,16.148148147083333
1.11.2009,2.0310185185000003
1.11.2010,10.116666665708333
1.11.2011,6.472453704083333
1.11.2012,10.124074074958333
1.11.2013,12.811805554625002
1.11.2014,5.8324074071666665
1.11.2015,4.22106481475
1.11.2016,7.785185185083333
1.12.2006,6.805555555583333
1.12.2007,1.6969907407083333
1.12.2008,9.201620370708333
1.12.2009,12.118750000166665
1.12.2010,1.2756944446249998
1.12.2011,-1.7210648147916665
1.12.2012,3.8231481481666667
1.12.2013,0.08518518529166659
1.12.2014,3.2685185185
1.12.2015,9.196527777750001
1.12.2016,2.8370370370416667
1.2.2006,-1.9511574072916666
1.2.2007,5.913657407083334
1.2.2008,3.302083333375
1.2.2009,1.285648148125
1.2.2010,-5.132175925666666
1.2.2011,-5.650231481458333
1.2.2012,-6.415046296500001
1.2.2013,6.388888888875001
1.2.2014,-2.9664351852083333
1.2.2015,0.0365740740833333
1.2.2016,7.03310185125
1.3.2006,-2.5400462962916666
1.3.2007,10.848611111916666
1.3.2008,8.889120370541667
1.3.2009,6.756018518708333
1.3.2010,8.305555554916667
1.3.2011,-2.2645833333333334
1.3.2012,5.043287037291667
1.3.2013,2.888425925875
1.3.2014,6.695370370625
1.3.2015,6.307175925958333
1.3.2016,5.910185185083333
1.4.2006,12.095906432105263
1.4.2007,9.901620371291667
1.4.2008,8.51875000075
1.4.2009,13.580092592791667
1.4.2010,10.19074074
1.4.2011,12.304398148625
1.4.2012,5.787731481458334
1.4.2013,4.209953703625
1.4.2014,12.812268518083334
1.4.2015,8.153703703916667
1.4.2016,15.762268519000001
1.5.2006,12.210185185416668
1.5.2007,11.032175926083333
1.5.2008,16.035185185125
1.5.2009,17.212500000833334
1.5.2010,19.196296295458335
1.5.2011,13.13773148125
1.5.2012,21.889814815416667
1.5.2013,24.130555556250002
1.5.2014,15.280787036833333
1.5.2015,15.839351850916666
1.5.2016,14.053009258624998
1.6.2006,13.073148148125
1.6.2007,17.855092591666665
1.6.2008,22.392592592499998
1.6.2009,15.786574073833334
1.6.2010,12.728935186666668
1.6.2011,21.4699074075
1.6.2012,18.443981481666665
1.6.2013,13.3495370375
1.6.2014,14.526388888333335
1.6.2015,20.90092592583333
1.6.2016,19.156712963333334
1.7.2006,19.155092593333332
1.7.2007,22.39699074083333
1.7.2008,22.993055555416664
1.7.2009,21.82453703708333
1.7.2010,24.162731482499996
1.7.2011,16.520833332916666
1.7.2012,29.289120370833334
1.7.2013,17.79722222125
1.7.2014,18.54074074125
1.7.2015,21.485648148333336
1.7.2016,25.269212962083333
1.8.2006,25.817592591666667
1.8.2007,18.900231480875
1.8.2008,25.936111111666666
1.8.2009,26.8902777775
1.8.2010,22.708547008846153
1.8.2011,18.772453703333333
1.8.2012,24.956249999583335
1.8.2013,24.632870371249997
1.8.2014,23.466666666250003
1.8.2015,19.820833333333333
1.8.2016,23.081712962083333
1.9.2006,15.544212963333335
1.9.2007,19.22013888875
1.9.2008,18.831018518458333
1.9.2009,20.23888888875
1.9.2010,14.601157407083333
1.9.2011,22.668287036250003
1.9.2012,23.47754629625
1.9.2013,19.522453703333333
1.9.2014,21.294212964166665
1.9.2015,25.89097222166667
1.9.2016,20.047685184583333
10.1.2006,-0.5326388889583333
10.1.2007,8.970601851791667
10.1.2008,-1.3780092590833333
10.1.2009,-9.043981481708334
10.1.2010,3.87175925925
10.1.2011,4.669907407666667
10.1.2012,1.1664351851666666
10.1.2013,-0.8796296295
10.1.2014,2.9606481481249998
10.1.2015,5.670138888708333
10.1.2016,3.6187499999583337
10.10.2006,12.76249999975
10.10.2007,11.866435185916666
10.10.2008,14.079629628666666
10.10.2009,17.857407406666667
10.10.2010,8.545138888583333
10.10.2011,7.993981481583333
10.10.2012,11.075694443791667
10.10.2013,12.871527777499999
10.10.2014,17.84212963
10.10.2015,12.604166667916667
